,biosample,sample,...1,dataset,bioproject,sample_description,geo_loc_name,loc_description,lat,lon,is_water,environment,biome,biome_details,biome_type,to_be_considered,PROK.MAGs,temp,depth_str,log_depth,date,bioproject_longnames,bioproject_shortnames,references,depth,depth_original,date_original,year,month,day,min_filtersize_uM,max_filtersize_uM,study_id,instrument_model,within_MLD,analysis_type,distance_to_coast,MLD,ocean_mask,V1,PROK-MAGs,reference,depth_layer,size fraction,size_fraction,marine_region,library_strategy,library_source,library_selection,read_count,base_count
1373,SAMEA2555021,POHA15-1_SAMEA2555021,6922.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,79.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,47735485,9547097000
1374,SAMEA2555022,POHA15-1_SAMEA2555022,6923.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,68.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,56978170,11395634000
1375,SAMEA2555023,POHA15-1_SAMEA2555023,6924.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,51.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,53722258,10744451600
1376,SAMEA2555024,POHA15-1_SAMEA2555024,6925.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,51.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,50302679,10060535800
1377,SAMEA2555025,POHA15-1_SAMEA2555025,6926.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,43.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,43835968,8767193600
1378,SAMEA2555026,POHA15-1_SAMEA2555026,6927.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,47.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,45994989,9198997800
1379,SAMEA2555027,POHA15-1_SAMEA2555027,6928.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,67.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,51970508,10394101600
1380,SAMEA2555028,POHA15-1_SAMEA2555028,6929.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,89.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,59092262,11818452400
1381,SAMEA2555029,POHA15-1_SAMEA2555029,6930.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,89.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,66638907,13327781400
1382,SAMEA2555030,POHA15-1_SAMEA2555030,6931.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,91.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,71153151,14230630200
1383,SAMEA2555031,POHA15-1_SAMEA2555031,6932.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,37.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,44800124,8960024800
1384,SAMEA2555032,POHA15-1_SAMEA2555032,6933.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,52.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,45888972,9177794400
1385,SAMEA2555033,POHA15-1_SAMEA2555033,6934.0,POHA15-1,PRJEB6411,not specified,"Australia: NSW, Port Hacking",not specified,34.06889,151.1228,1.0,"Ocean - Water, sediment",Sediment,Sediment,Miscellaneous,1,93.0,,,,,Port Hacking Time Series,Port Hacking Time-Series,Port Hacking Time Series,missing,,,,,,,,,Illumina HiSeq 2000,,not_included,953.24384865623,,1.0,,,,,,,North Pacific Ocean,WGS,METAGENOMIC,RANDOM,72502330,14500466000
2660,SAMEA3642063,KARI17-1_SAMEA3642063,3635.0,KARI17-1,PRJEB11585,sponge-derived microbial pellet,Algarve (South Portugal) Pedra da Greta,not specified,36.97978,-7.98911,1.0,host-associated,Sponges,sponges,Host-associated,1,19.0,,,,,"EMG produced TPA metagenomics assembly of PRJEB11585 data set (Microbial metagenome sequencing from marine sponges (Spongia sp.), seawater and sediments).",others,https://pubmed.ncbi.nlm.nih.gov/33583433/,missing,,,2014.0,5.0,9.0,,,Karimi_2017_marine_sponge,Illumina HiSeq 2500,,not_included,5.23913848107107,39.6112327575684,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,7876374,1557352207
2661,SAMEA3642064,KARI17-1_SAMEA3642064,3636.0,KARI17-1,PRJEB11585,sponge-derived microbial pellet,Algarve (South Portugal) Pedra da Greta,not specified,36.97978,-7.98911,1.0,host-associated,Sponges,sponges,Host-associated,1,17.0,,,,,"EMG produced TPA metagenomics assembly of PRJEB11585 data set (Microbial metagenome sequencing from marine sponges (Spongia sp.), seawater and sediments).",others,https://pubmed.ncbi.nlm.nih.gov/33583433/,missing,,,2014.0,5.0,9.0,,,Karimi_2017_marine_sponge,Illumina HiSeq 2500,,not_included,5.23913848107107,39.6112327575684,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,7952833,1577602520
2662,SAMEA3642065,KARI17-1_SAMEA3642065,3637.0,KARI17-1,PRJEB11585,sponge-derived microbial pellet,Algarve (South Portugal) Pedra da Greta,not specified,36.97978,-7.98911,1.0,host-associated,Sponges,sponges,Host-associated,1,17.0,,,,,"EMG produced TPA metagenomics assembly of PRJEB11585 data set (Microbial metagenome sequencing from marine sponges (Spongia sp.), seawater and sediments).",others,https://pubmed.ncbi.nlm.nih.gov/33583433/,missing,,,2014.0,5.0,9.0,,,Karimi_2017_marine_sponge,Illumina HiSeq 2500,,not_included,5.23913848107107,39.6112327575684,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,7106173,1409120468
2663,SAMEA3642066,KARI17-1_SAMEA3642066,3638.0,KARI17-1,PRJEB11585,sponge-derived microbial pellet,Algarve (South Portugal) Pedra da Greta,not specified,36.97978,-7.98911,1.0,host-associated,Sponges,sponges,Host-associated,1,18.0,,,,,"EMG produced TPA metagenomics assembly of PRJEB11585 data set (Microbial metagenome sequencing from marine sponges (Spongia sp.), seawater and sediments).",others,https://pubmed.ncbi.nlm.nih.gov/33583433/,missing,,,2014.0,5.0,9.0,,,Karimi_2017_marine_sponge,Illumina HiSeq 2500,,not_included,5.23913848107107,39.6112327575684,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,8562440,1704648653
2674,SAMEA3913358,COST21-1_SAMEA3913358,2607.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,3.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,14191229,2655471198
2675,SAMEA3913359,COST21-1_SAMEA3913359,2608.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,3.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,12373422,2417607650
2676,SAMEA3913360,COST21-1_SAMEA3913360,2609.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,1.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,11435742,2268894697
2677,SAMEA3913361,COST21-1_SAMEA3913361,2610.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,3.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,13375688,2597449351
2678,SAMEA3913362,COST21-1_SAMEA3913362,2611.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,4.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,9977780,1984893954
2679,SAMEA3913363,COST21-1_SAMEA3913363,2612.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,7.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,11901066,2350223389
2680,SAMEA3913364,COST21-1_SAMEA3913364,2613.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,2.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,15066266,2973358006
2681,SAMEA3913365,COST21-1_SAMEA3913365,2614.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,1.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,13324479,2499761094
2682,SAMEA3913366,COST21-1_SAMEA3913366,2615.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,1.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,11886858,2325095624
2683,SAMEA3913367,COST21-1_SAMEA3913367,2616.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,1.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,12583710,2461314029
2684,SAMEA3913368,COST21-1_SAMEA3913368,2617.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,4.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,12085714,2370263450
2685,SAMEA3913369,COST21-1_SAMEA3913369,2618.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,3.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,12196374,2416033397
2686,SAMEA3913370,COST21-1_SAMEA3913370,2619.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,3.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,11216940,2215247935
2687,SAMEA3913371,COST21-1_SAMEA3913371,2620.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,0.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,10997088,2188147941
2688,SAMEA3913372,COST21-1_SAMEA3913372,2621.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,0.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,12344036,2458175450
2689,SAMEA3913373,COST21-1_SAMEA3913373,2622.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,0.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,7958523,1587654354
2690,SAMEA3913374,COST21-1_SAMEA3913374,2623.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,7.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,9521589,1898554820
2691,SAMEA3913375,COST21-1_SAMEA3913375,2624.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,8.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,9978501,1985843283
2692,SAMEA3913376,COST21-1_SAMEA3913376,2625.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,3.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,6840787,1331600981
2693,SAMEA3913377,COST21-1_SAMEA3913377,2626.0,COST21-1,PRJEB13222,"Comparative metagenomics of microbial communities in gorgonian corals, marine sediments and seawater",Portugal,not specified,36.97978,-7.98911,1.0,host-associated,Coral,coral,Host-associated,1,6.0,,,,2014-06-17 NA,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater",others,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-021-01031-y,missing,,2014-06-17,2014.0,6.0,17.0,,,,Illumina HiSeq 2500,,not_included,5.23913848107107,22.6156711578369,1.0,,,,,,,North Atlantic Ocean,OTHER,METAGENOMIC,RANDOM,11333541,2254631891
2694,SAMEA4005037,BOWM19-1_SAMEA4005037,1139.0,BOWM19-1,PRJEB14154,Station 33,not specified,not specified,89.99033,-89.2525,1.0,Ocean - Water,Ocean - Water,Sea,Ocean - Water,1,3.0,,,,,EMG produced TPA metagenomics assembly of the Arctic Ocean metagenomes from HLY1502 (Arctic Ocean metagenomes) data set,others,https://aslopubs.onlinelibrary.wiley.com/doi/full/10.1002/lno.11310,missing,,,,,,0.2,,,Illumina MiSeq,,not_included,711.891019369211,,0.0,,,,,,,Arctic Ocean,WGS,METAGENOMIC,RANDOM,2708070,937014505
